Sector,Project ID,Parent company,Company Country (HQ),Project Status,Destination Country,Destination city,Year Announced,Year Completed,Technology,Industry activity,Capital Investment (US$m),Expansion,Joint Venture,Joint Venture Local,Joint Venture Company,Source (Parent company name and HQ),Source (Project Status),"Source (Project location, country and city)",Source (Amount),"Source (Ownership share, where available)",Source (Date Announced [MM/DD/YYYY]),Source (Date Completed [MM/DD/YYYY]),Source (Industry Activity),Source (Joint Venture),Operational
Battery,EV1,Toyota,Japan,Operational,United States,Liberty (North Carolina),2021,2025,Battery,Manufacturing,13900,0,0,0,,https://pressroom.toyota.com/toyota-charges-into-u-s-battery-manufacturing/,https://pressroom.toyota.com/toyota-charges-into-u-s-battery-manufacturing/,https://pressroom.toyota.com/toyota-charges-into-u-s-battery-manufacturing/,https://pressroom.toyota.com/toyota-charges-into-u-s-battery-manufacturing/,,https://pressroom.toyota.com/toyota-charges-into-u-s-battery-manufacturing/,https://pressroom.toyota.com/toyota-charges-into-u-s-battery-manufacturing/,https://pressroom.toyota.com/toyota-charges-into-u-s-battery-manufacturing/,,Operational
Battery,Battery 15.1,Hon Hai Technology Group,Taiwan,Announced,Indonesia,Batang (Central Java),2022,N/A,Battery,Manufacturing,8000,0,1,1,"Indonesia Battery Corporation, Indika, and Gogoro",https://www.foxconn.com/en-us/press-center/press-releases/latest-news/734,https://www.foxconn.com/en-us/press-center/press-releases/latest-news/734,https://jakartaglobe.id/business/foxconn-chooses-c-javas-batang-industrial-complex-for-8b-project-in-ev-ecosystem,https://jakartaglobe.id/business/foxconn-chooses-c-javas-batang-industrial-complex-for-8b-project-in-ev-ecosystem,https://www.foxconn.com/en-us/press-center/press-releases/latest-news/734,https://www.foxconn.com/en-us/press-center/press-releases/latest-news/734 01/21/2022,,https://www.foxconn.com/en-us/press-center/press-releases/latest-news/734,https://www.foxconn.com/en-us/press-center/press-releases/latest-news/734,Announced only
Battery,HAR0010,CATL,China,Commenced,Hungary,Debrecen (Hajdú-Bihar),2022,N/A,Battery,Manufacturing,7500,0,0,0,,https://www.catl.com/en/news/983.html,https://www.catl.com/en/news/983.html,https://www.electrive.com/2022/08/12/catl-to-build-battery-factory-in-hungary-with-mercedes-as-major-customer/,https://www.catl.com/en/news/983.html,,https://www.catl.com/en/news/983.html 08/12/2022,https://www.catl.com/en/news/983.html (year only),https://www.catl.com/en/news/983.html,,Under construction
Battery,HAR0038,Gotion,China,Commenced,Morocco,Kenitra (Rabat-Salé-Kénitra),2024,N/A,Battery,Manufacturing,6500,0,0,0,,https://www.moroccoworldnews.com/2024/11/12493/cdg-gotion-high-tech-sign-agreement-for-1-3-billion-electric-battery-gigafactory-in-kenitra/,https://www.moroccoworldnews.com/2025/05/202536/gotion-gigafactory-construction-launches-within-days-in-kenitra/,https://www.moroccoworldnews.com/2024/11/12493/cdg-gotion-high-tech-sign-agreement-for-1-3-billion-electric-battery-gigafactory-in-kenitra/,https://www.just-auto.com/news/gotion-morocco-gigafactory-report/,,https://www.moroccoworldnews.com/2024/11/12493/cdg-gotion-high-tech-sign-agreement-for-1-3-billion-electric-battery-gigafactory-in-kenitra/ 11/13/2024,https://www.moroccoworldnews.com/2025/05/202536/gotion-gigafactory-construction-launches-within-days-in-kenitra/ (year only),https://www.moroccoworldnews.com/2024/06/18726/morocco-to-build-1-3-billion-electric-battery-gigafactory-in-kenitra/,,Under construction
Battery,HAR0011,CATL,China,Commenced,Indonesia,Karawang (West Java),2022,N/A,Battery,Manufacturing,6000,0,1,1,"PT Aneka Tambang Tbk (ANTAM), Indonesia Battery Corporation (IBC)",https://www.catl.com/en/news/6481.html,https://en.antaranews.com/news/362733/prabowo-breaks-ground-for-ev-battery-plant-construction-in-karawang,https://en.antaranews.com/news/362733/prabowo-breaks-ground-for-ev-battery-plant-construction-in-karawang,https://www.catl.com/en/news/6481.html,https://www.catl.com/en/news/6481.html,https://www.catl.com/en/news/6481.html (year only),https://www.catl.com/en/news/6481.html (year only),https://www.catl.com/en/news/6481.html,https://www.catl.com/en/news/6481.html,Under construction
Battery,HAR0047,Huayou Cobalt,China,Announced,Indonesia,Halmahera (North Maluku),2026,N/A,Battery,Manufacturing,6000,0,1,1,"ANTAM, IBC (local); EVE Energy",https://autonews.gasgoo.com/articles/market-industry/eve-energy-deepens-southeast-asia-push-with-indonesia-battery-ecosystem-pact-2018569023271051265,https://autonews.gasgoo.com/articles/market-industry/eve-energy-deepens-southeast-asia-push-with-indonesia-battery-ecosystem-pact-2018569023271051265,https://www.indonesiaminer.com/news/detail/antam-ibc-and-huayou-partner-to-strengthen-nickel-downstreaming-and-build-indonesias-integrated-battery-ecosystem,https://www.antam.com/en/news-and-events/antam-ibc-and-huayou-strengthen-national-integrated-battery-ecosystem-through-global-strategic-collaboration,https://voi.id/en/economy/555155,https://autonews.gasgoo.com/articles/market-industry/eve-energy-deepens-southeast-asia-push-with-indonesia-battery-ecosystem-pact-2018569023271051265 (year only),https://autonews.gasgoo.com/articles/market-industry/eve-energy-deepens-southeast-asia-push-with-indonesia-battery-ecosystem-pact-2018569023271051265 (year only),https://autonews.gasgoo.com/articles/market-industry/eve-energy-deepens-southeast-asia-push-with-indonesia-battery-ecosystem-pact-2018569023271051265,https://voi.id/en/economy/555155,Announced only
Battery,New_NingboRonbayNewEne_ID1,"Ningbo Ronbay New Energy Technology Co., Ltd.",China,Under Construction,Indonesia,Morowali (Central Sulawesi),2025,N/A,Battery,Manufacturing,6000,0,1,1,"CALT, ANTAM, IBC",https://www.catl.com/en/news/6481.html,https://www.enlit-asia.com/latest-news/catl-partners-break-ground-6-billion-battery-integration-project-indonesia,https://www.enlit-asia.com/latest-news/catl-partners-break-ground-6-billion-battery-integration-project-indonesia,https://www.catl.com/en/news/6481.html,https://www.catl.com/en/news/6481.html,https://www.catl.com/en/news/6481.html,https://cnevpost.com/2024/01/26/byd-launches-production-uzbekistan-plant/,https://www.enlit-asia.com/latest-news/catl-partners-break-ground-6-billion-battery-integration-project-indonesia,https://www.catl.com/en/news/6481.html,Under construction
Battery,Battery10.5,SK Innovation (SK Energy),South Korea,Commenced,United States,Glendale (Kentucky),2021,N/A,Battery,Manufacturing,5800,0,1,1,Ford Motor,https://corporate.ford.com/articles/electrification/blue-oval-city/,https://www.kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=2561,https://www.kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=2561,https://www.kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=2561,https://www.blueovalsk.com/,https://corporate.ford.com/articles/electrification/blue-oval-city/ 09/27/2021,,https://corporate.ford.com/articles/electrification/blue-oval-city/,https://www.blueovalsk.com/,Under construction
Battery,New_LGES_AZ1,LG,South Korea,Under Construction,United States,Queen Creek (Arizona),2023,2026,Battery,Manufacturing,5500,0,0,0,,https://news.lgensol.com/company-news/press-releases/2592/,https://news.lgensol.com/company-news/press-releases/2592/,https://news.lgensol.com/company-news/press-releases/2592/,https://news.lgensol.com/company-news/press-releases/2592/,https://news.lgensol.com/company-news/press-releases/2592/ (100% LG Energy Solution),https://news.lgensol.com/company-news/press-releases/2592/,https://news.lgensol.com/company-news/press-releases/2592/ (year only),https://news.lgensol.com/company-news/press-releases/2592/,,Under construction
Battery,New_Agratas_GB1,Agratas,India,Under Construction,United Kingdom,Somerset,2023,2026,Battery,Manufacturing,5200,0,1,0,AESC Group (Envision) – 12% stake in Agratas; Tata Sons 88% (acquired Mar 2025),https://www.fleetnews.co.uk/news/manufacturer-news/2023/07/19/jlr-owner-to-build-4bn-electric-vehicle-battery-factory-in-the-uk,https://agratas.com/news/new-footage-shows-impressive-progress-at-our-somerset-battery-facility,https://www.automotivelogistics.media/battery-supply-chain/tatas-agratas-confirms-location-of-uk-gigafactory-for-anchor-client-jlr/45302.article,https://www.automotivelogistics.media/ev-and-battery/tatas-agratas-confirms-location-of-uk-gigafactory-for-anchor-client-jlr/188713,https://www.evmechanica.com/chinese-owned-aesc-acquires-12-stake-in-tatas-agratas/,https://www.fleetnews.co.uk/news/manufacturer-news/2023/07/19/jlr-owner-to-build-4bn-electric-vehicle-battery-factory-in-the-uk,https://www.agratas.com/news/new-footage-shows-impressive-progress-at-our-somerset-battery-facility,https://www.automotivelogistics.media/battery-supply-chain/tatas-agratas-confirms-location-of-uk-gigafactory-for-anchor-client-jlr/45302.article,https://www.evmechanica.com/chinese-owned-aesc-acquires-12-stake-in-tatas-agratas/,Under construction
Battery,EV11,Hyundai Motor Group,South Korea,Under Construction,United States,Cartersville (Georgia),2023,N/A,Battery,Manufacturing,5000,0,1,0,HSAGP Energy LLC (Hyundai Motor Group–SK On JV),https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-sk-on-to-establish-ev-battery-cell-production-joint-venture-in-us-0000000237,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-sk-on-to-establish-ev-battery-cell-production-joint-venture-in-us-0000000237,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-sk-on-to-establish-ev-battery-cell-production-joint-venture-in-us-0000000237,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-sk-on-to-establish-ev-battery-cell-production-joint-venture-in-us-0000000237,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-sk-on-to-establish-ev-battery-cell-production-joint-venture-in-us-0000000237,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-sk-on-to-establish-ev-battery-cell-production-joint-venture-in-us-0000000237,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-sk-on-to-establish-ev-battery-cell-production-joint-venture-in-us-0000000237,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-sk-on-to-establish-ev-battery-cell-production-joint-venture-in-us-0000000237,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-sk-on-to-establish-ev-battery-cell-production-joint-venture-in-us-0000000237,Under construction
Battery,EV12,LG Energy Solution,South Korea,Operational,Canada,Windsor (Ontario),2022,2025,Battery,Manufacturing,5000,0,1,0,NextStar Energy Inc.,https://nextstar-energy.com/stellantis-and-lg-energy-solution-to-invest-over-5-billion-cad-in-joint-venture-for-first-large-scale-lithium-ion-battery-production-plant-in-canada/,https://nextstar-energy.com/stellantis-and-lg-energy-solution-to-invest-over-5-billion-cad-in-joint-venture-for-first-large-scale-lithium-ion-battery-production-plant-in-canada/,https://nextstar-energy.com/stellantis-and-lg-energy-solution-to-invest-over-5-billion-cad-in-joint-venture-for-first-large-scale-lithium-ion-battery-production-plant-in-canada/,https://nextstar-energy.com/stellantis-and-lg-energy-solution-to-invest-over-5-billion-cad-in-joint-venture-for-first-large-scale-lithium-ion-battery-production-plant-in-canada/,https://nextstar-energy.com/stellantis-and-lg-energy-solution-to-invest-over-5-billion-cad-in-joint-venture-for-first-large-scale-lithium-ion-battery-production-plant-in-canada/,https://nextstar-energy.com/stellantis-and-lg-energy-solution-to-invest-over-5-billion-cad-in-joint-venture-for-first-large-scale-lithium-ion-battery-production-plant-in-canada/,https://nextstar-energy.com/stellantis-and-lg-energy-solution-to-invest-over-5-billion-cad-in-joint-venture-for-first-large-scale-lithium-ion-battery-production-plant-in-canada/,https://nextstar-energy.com/stellantis-and-lg-energy-solution-to-invest-over-5-billion-cad-in-joint-venture-for-first-large-scale-lithium-ion-battery-production-plant-in-canada/,https://nextstar-energy.com/stellantis-and-lg-energy-solution-to-invest-over-5-billion-cad-in-joint-venture-for-first-large-scale-lithium-ion-battery-production-plant-in-canada/,Operational
Battery,EV14,PowerCo SE (Volkswagen),Germany,Under Construction,Canada,St. Thomas (Ontario),2023,2029,Battery,Manufacturing,4800,0,0,0,,https://www.volkswagen-group.com/en/press-releases/start-of-european-battery-cell-production-powerco-commissions-salzgitter-gigafactory-20045,https://www.volkswagen-group.com/en/press-releases/start-of-european-battery-cell-production-powerco-commissions-salzgitter-gigafactory-20045,https://www.volkswagen-group.com/en/press-releases/start-of-european-battery-cell-production-powerco-commissions-salzgitter-gigafactory-20045,https://www.volkswagen-group.com/en/press-releases/start-of-european-battery-cell-production-powerco-commissions-salzgitter-gigafactory-20045,https://www.businesstoday.in/auto/story/why-toyota-is-building-its-third-plant-in-india-530998-2026-05-12,https://www.volkswagen-group.com/en/press-releases/start-of-european-battery-cell-production-powerco-commissions-salzgitter-gigafactory-20045,https://www.volkswagen-group.com/en/press-releases/start-of-european-battery-cell-production-powerco-commissions-salzgitter-gigafactory-20045,https://www.volkswagen-group.com/en/press-releases/start-of-european-battery-cell-production-powerco-commissions-salzgitter-gigafactory-20045,,Under construction
Battery,HAR0013,CATL,China,Commenced,Spain,Zaragoza (Aragon),2024,N/A,Battery,Manufacturing,4437,0,1,0,Stellantis N.V.,https://www.stellantis.com/en/news/press-releases/2024/december/stellantis-and-calt-to-invest-up-to-4-1-billion-in-joint-venture-for-large-scale-lfp-battery-plant-in-spain,https://www.electrive.com/2025/11/26/catl-and-stellantis-start-battery-plant-construction-in-spain/,https://www.stellantis.com/en/news/press-releases/2024/december/stellantis-and-calt-to-invest-up-to-4-1-billion-in-joint-venture-for-large-scale-lfp-battery-plant-in-spain,https://www.electrive.com/2025/11/26/catl-and-stellantis-start-battery-plant-construction-in-spain/,https://www.stellantis.com/en/news/press-releases/2024/december/stellantis-and-calt-to-invest-up-to-4-1-billion-in-joint-venture-for-large-scale-lfp-battery-plant-in-spain,https://www.stellantis.com/en/news/press-releases/2024/december/stellantis-and-calt-to-invest-up-to-4-1-billion-in-joint-venture-for-large-scale-lfp-battery-plant-in-spain 12/10/2024,https://www.electrive.com/2025/11/26/catl-and-stellantis-start-battery-plant-construction-in-spain/ (year only),https://www.stellantis.com/en/news/press-releases/2024/december/stellantis-and-calt-to-invest-up-to-4-1-billion-in-joint-venture-for-large-scale-lfp-battery-plant-in-spain,https://www.stellantis.com/en/news/press-releases/2024/december/stellantis-and-calt-to-invest-up-to-4-1-billion-in-joint-venture-for-large-scale-lfp-battery-plant-in-spain,Under construction
Battery,EV15,Honda,Japan,Under Construction,United States,Jeffersonville (Indiana),2022,N/A,Battery,Manufacturing,4400,0,1,0,L-H Battery Company Inc. (Honda–LG Energy Solution JV),https://global.honda/en/newsroom/news/2023/c230301eng.html,https://global.honda/en/newsroom/news/2023/c230301eng.html,https://global.honda/en/newsroom/news/2023/c230301eng.html,https://global.honda/en/newsroom/news/2023/c230301eng.html,https://global.honda/en/newsroom/news/2023/c230301eng.html,https://global.honda/en/newsroom/news/2023/c230301eng.html,https://global.honda/en/newsroom/news/2023/c230301eng.html,https://global.honda/en/newsroom/news/2023/c230301eng.html,https://global.honda/en/newsroom/news/2023/c230301eng.html,Under construction
Battery,EV16,Hyundai Motor Group,South Korea,Under Construction,United States,Ellabell (Georgia),2023,N/A,Battery,Manufacturing,4300,0,1,0,HL-GA Battery Company LLC (Hyundai Motor Group–LG Energy Solution JV),https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-lg-energy-solution-to-establish-battery-cell-manufacturing-joint-venture-in-the-u.s.-0000000254,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-lg-energy-solution-to-establish-battery-cell-manufacturing-joint-venture-in-the-u.s.-0000000254,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-lg-energy-solution-to-establish-battery-cell-manufacturing-joint-venture-in-the-u.s.-0000000254,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-lg-energy-solution-to-establish-battery-cell-manufacturing-joint-venture-in-the-u.s.-0000000254,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-lg-energy-solution-to-establish-battery-cell-manufacturing-joint-venture-in-the-u.s.-0000000254,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-lg-energy-solution-to-establish-battery-cell-manufacturing-joint-venture-in-the-u.s.-0000000254,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-lg-energy-solution-to-establish-battery-cell-manufacturing-joint-venture-in-the-u.s.-0000000254,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-lg-energy-solution-to-establish-battery-cell-manufacturing-joint-venture-in-the-u.s.-0000000254,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-lg-energy-solution-to-establish-battery-cell-manufacturing-joint-venture-in-the-u.s.-0000000254,Under construction
Battery,Battery3.2,Panasonic (Matsushita),Japan,Completed,United States,De Soto (Kansas),2022,2025,Battery,Manufacturing,4000,0,0,0,,https://na.panasonic.com/news/panasonic-energy-begins-mass-production-at-new-automotive-lithium-ion-battery-factory-in-kansas-aiming-for-annual-capacity-of-32-gwh-to-accelerate-us-local-production,https://www.kansascommerce.gov/2025/07/governor-kelly-celebrates-grand-opening-of-panasonic-ev-battery-manufacturing-facility-in-de-soto/,https://www.kansascommerce.gov/2025/07/governor-kelly-celebrates-grand-opening-of-panasonic-ev-battery-manufacturing-facility-in-de-soto/,https://www.kansascommerce.gov/panasonic-project-announcement/,,https://www.kcur.org/news/2022-07-13/kansas-reportedly-landing-4-billion-factory-that-will-make-batteries-for-tesla (year only),https://na.panasonic.com/news/panasonic-energy-begins-mass-production-at-new-automotive-lithium-ion-battery-factory-in-kansas-aiming-for-annual-capacity-of-32-gwh-to-accelerate-us-local-production 07/14/2025,https://na.panasonic.com/news/panasonic-energy-begins-mass-production-at-new-automotive-lithium-ion-battery-factory-in-kansas-aiming-for-annual-capacity-of-32-gwh-to-accelerate-us-local-production,,Operational
Battery,Battery1.2,Samsung,South Korea,Announced,United States,New Carlisle (Indiana),2024,N/A,Battery,Manufacturing,3500,0,1,1,General Motors,https://www.samsungsdi.com/sdi-now/sdi-news/3942.html,https://www.samsungsdi.com/sdi-now/sdi-news/3942.html,https://www.samsungsdi.com/sdi-now/sdi-news/3942.html,https://www.samsungsdi.com/sdi-now/sdi-news/3942.html,https://www.samsungsdi.com/sdi-now/sdi-news/3942.html,https://www.samsungsdi.com/sdi-now/sdi-news/3942.html 08/28/2024,https://insideevs.com/news/731721/gm-samsung-sdi-indiana-ev-battery-factory-official-delay/ (year only),https://www.samsungsdi.com/sdi-now/sdi-news/3942.html,https://www.samsungsdi.com/sdi-now/sdi-news/3942.html,Announced only
Battery,New_Stellantis_US2,Stellantis,Netherlands,Under Construction,United States,Kokomo (Indiana),2023,2027,Battery,Manufacturing,3200,1,1,0,StarPlus Energy (Stellantis-Samsung SDI),https://www.stellantis.com/en/news/press-releases/2023/october/stellantis-samsung-sdi-announce-kokomo-indiana-as-site-for-second-us-starplus-energy-gigafactory,https://www.stellantis.com/en/news/press-releases/2023/october/stellantis-samsung-sdi-announce-kokomo-indiana-as-site-for-second-us-starplus-energy-gigafactory,https://www.stellantis.com/en/news/press-releases/2023/october/stellantis-samsung-sdi-announce-kokomo-indiana-as-site-for-second-us-starplus-energy-gigafactory,https://www.stellantis.com/en/news/press-releases/2023/october/stellantis-samsung-sdi-announce-kokomo-indiana-as-site-for-second-us-starplus-energy-gigafactory,https://www.stellantis.com/en/news/press-releases/2023/october/stellantis-samsung-sdi-announce-kokomo-indiana-as-site-for-second-us-starplus-energy-gigafactory,https://www.stellantis.com/en/news/press-releases/2023/october/stellantis-samsung-sdi-announce-kokomo-indiana-as-site-for-second-us-starplus-energy-gigafactory,https://www.stellantis.com/en/news/press-releases/2023/october/stellantis-samsung-sdi-announce-kokomo-indiana-as-site-for-second-us-starplus-energy-gigafactory,https://www.stellantis.com/en/news/press-releases/2023/october/stellantis-samsung-sdi-announce-kokomo-indiana-as-site-for-second-us-starplus-energy-gigafactory,https://www.stellantis.com/en/news/press-releases/2023/october/stellantis-samsung-sdi-announce-kokomo-indiana-as-site-for-second-us-starplus-energy-gigafactory,Under construction
Battery,FDI236151,Volkswagen,Germany,Completed,Spain,Sagunto (Valencia),2022,2027,Battery,Manufacturing,3135,0,0,0,,https://www.volkswagen-group.com/en/press-releases/gigafactory-valencia-powerco-gives-starting-signal-for-construction-of-second-cell-factory-17033,https://www.volkswagen-group.com/en/press-releases/gigafactory-valencia-powerco-gives-starting-signal-for-construction-of-second-cell-factory-17033,https://www.volkswagen-group.com/en/press-releases/gigafactory-valencia-powerco-gives-starting-signal-for-construction-of-second-cell-factory-17033,https://www.volkswagen-group.com/en/press-releases/gigafactory-valencia-powerco-gives-starting-signal-for-construction-of-second-cell-factory-17033,,https://www.volkswagen-group.com/en/press-releases/gigafactory-valencia-powerco-gives-starting-signal-for-construction-of-second-cell-factory-17033 (year only),https://battery-tech.net/battery-markets-news/powerco-to-start-cell-production-at-sagunto-in-july-2027/ (year only),https://www.volkswagen-group.com/en/press-releases/gigafactory-valencia-powerco-gives-starting-signal-for-construction-of-second-cell-factory-17033,,Operational
Battery,Battery2.7,LG,South Korea,Completed,United States,Holland (Michigan),2023,2025,Battery,Manufacturing,3000,1,0,0,,https://www.michiganbusiness.org/news/2023/10/michigan-wins-$3-billion-investment-powering-new-ev-production-by-lges-toyota/,https://www.michiganbusiness.org/news/2023/10/michigan-wins-$3-billion-investment-powering-new-ev-production-by-lges-toyota/,https://lgenergymi.com/construction-growth/,https://www.michiganbusiness.org/news/2023/10/michigan-wins-$3-billion-investment-powering-new-ev-production-by-lges-toyota/,,https://www.michiganbusiness.org/news/2023/10/michigan-wins-$3-billion-investment-powering-new-ev-production-by-lges-toyota/ 10/04/2023,https://www.detroitnews.com/story/business/autos/2023/10/04/lg-energy-solution-to-invest-3b-in-mich-to-make-batteries-for-toyota/71060801007/ (year only),https://lgenergymi.com/construction-growth/,,Operational
Battery,Battery 2.3,LG,South Korea,Completed,United States,Lansing (Michigan),2022,2025,Battery,Manufacturing,2600,0,1,1,General Motors,https://news.lgensol.com/company-news/press-releases/881/,https://www.wkar.org/wkar-news/2025-03-31/lansing-electric-vehicle-battery-plant-stalls-as-gm-transfers-ownership-to-former-partner,https://news.lgensol.com/company-news/press-releases/881/,https://news.gm.com/home.detail.html/Pages/news/us/en/2022/jan/0125-gmandlg.html,https://news.gm.com/home.detail.html/Pages/news/us/en/2022/jan/0125-gmandlg.html,https://news.gm.com/home.detail.html/Pages/news/us/en/2022/jan/0125-gmandlg.html 01/25/2022,[UNVERIFIED] https://news.lgensol.com/company-news/press-releases/881/ (year only),https://news.lgensol.com/company-news/press-releases/881/,https://news.gm.com/home.detail.html/Pages/news/us/en/2022/jan/0125-gmandlg.html,Operational
Battery,New_Stellantis_US1,Stellantis,Netherlands,Operational,United States,Kokomo (Indiana),2022,2025,Battery,Manufacturing,2500,0,1,0,StarPlus Energy (Stellantis-Samsung SDI),https://www.stellantis.com/en/news/press-releases/2023/october/stellantis-samsung-sdi-announce-kokomo-indiana-as-site-for-second-us-starplus-energy-gigafactory,https://www.utilitydive.com/news/starplus-energy-finalizes-doe-loan-battery-plants-indiana-stellantis-samsung/736039/,https://www.stellantis.com/en/news/press-releases/2023/october/stellantis-samsung-sdi-announce-kokomo-indiana-as-site-for-second-us-starplus-energy-gigafactory,https://www.stellantis.com/en/news/press-releases/2022/may/stellantis-and-samsung-announce-battery-plant-in-kokomo,https://www.detroitnews.com/story/business/autos/chrysler/2023/10/11/stellantis-samsung-sdi-second-kokomo-indiana-battery-plant/71139735007/,https://www.stellantis.com/en/news/press-releases/2023/october/stellantis-samsung-sdi-announce-kokomo-indiana-as-site-for-second-us-starplus-energy-gigafactory,https://www.stellantis.com/en/news/press-releases/2022/may/stellantis-and-samsung-announce-battery-plant-in-kokomo,https://www.stellantis.com/en/news/press-releases/2022/may/stellantis-and-samsung-announce-battery-plant-in-kokomo,https://www.detroitnews.com/story/business/autos/chrysler/2023/10/11/stellantis-samsung-sdi-second-kokomo-indiana-battery-plant/71139735007/,Operational
Battery,EV33,AESC (Envision),Japan,Operational,France,Douai (Hauts-de-France),2021,2025,Battery,Manufacturing,2400,0,0,0,Renault (anchor partner),https://media.renaultgroup.com/renault-group-places-france-at-the-heart-of-its-industrial-strategy-for-ev-batteries/,https://media.renaultgroup.com/renault-group-places-france-at-the-heart-of-its-industrial-strategy-for-ev-batteries/,https://media.renaultgroup.com/renault-group-places-france-at-the-heart-of-its-industrial-strategy-for-ev-batteries/,https://media.renaultgroup.com/renault-group-places-france-at-the-heart-of-its-industrial-strategy-for-ev-batteries/,https://www.business-standard.com/companies/news/jsw-green-mobility-gets-636-acre-land-for-maharashtra-manufacturing-plant-124101001239_1.html,https://media.renaultgroup.com/renault-group-places-france-at-the-heart-of-its-industrial-strategy-for-ev-batteries/,https://media.renaultgroup.com/renault-group-places-france-at-the-heart-of-its-industrial-strategy-for-ev-batteries/,https://media.renaultgroup.com/renault-group-places-france-at-the-heart-of-its-industrial-strategy-for-ev-batteries/,,Operational
Battery,Battery10.4,SK Innovation (SK Energy),South Korea,Completed,China,Yancheng (Jiangsu),2021,2021,Battery,Manufacturing,2300,0,1,0,EVE Energy,https://english.etnews.com/20210901200002,https://english.etnews.com/20210901200002,https://english.etnews.com/20210901200002,https://aei.dempa.net/archives/2164,https://english.etnews.com/20210901200002,https://english.etnews.com/20210901200002 (year only),https://english.etnews.com/20210901200002 (year only),https://english.etnews.com/20210901200002,https://english.etnews.com/20210901200002,Operational
Battery,FDI215463,LG,South Korea,Completed,United States,Lordstown (Ohio),2019,2022,Battery,Manufacturing,2300,0,1,1,General Motors,https://www.jobsohio.com/newsroom/ohio-success/ultium-cells,https://www.jobsohio.com/newsroom/ohio-success/ultium-cells,https://www.jobsohio.com/newsroom/ohio-success/ultium-cells,https://www.energy.gov/edf/ultium-cells,https://www.jobsohio.com/newsroom/ohio-success/ultium-cells,https://www.jobsohio.com/newsroom/ohio-success/ultium-cells (year only),https://www.vindy.com/news/local-news/2024/12/100-million-battery-cells-produced-at-lordstown-plant/ (year only),https://www.energy.gov/edf/ultium-cells,https://www.jobsohio.com/newsroom/ohio-success/ultium-cells,Operational
Battery,Battery10.1,SK Innovation (SK Energy),South Korea,Completed,Hungary,Iváncsa (Fejér),2021,2024,Battery,Manufacturing,2290,0,0,0,,https://hipa.hu/news/gigantic-investment-of-sk-innovation-the-largest-greenfield-fdi-project-ever-to-start-in-ivancsa/,https://skonhungary.com/about-us/,https://hipa.hu/news/gigantic-investment-of-sk-innovation-the-largest-greenfield-fdi-project-ever-to-start-in-ivancsa/,https://hipa.hu/news/gigantic-investment-of-sk-innovation-the-largest-greenfield-fdi-project-ever-to-start-in-ivancsa/,,https://www.electrive.com/2021/01/29/sk-innovation-announces-third-battery-cell-factory-in-hungary/ 01/29/2021,https://skonhungary.com/about-us/ (year only),https://hipa.hu/news/gigantic-investment-of-sk-innovation-the-largest-greenfield-fdi-project-ever-to-start-in-ivancsa/,,Operational
Battery,HAR0006,CALB,China,Commenced,Portugal,Sines (Setúbal),2023,N/A,Battery,Manufacturing,2200,0,0,0,,http://en.calb-tech.com/news_detail/5.html,https://www.electrive.com/2025/02/24/calb-prepares-to-build-its-battery-plant-in-portugal/,https://www.portugalglobal.pt/en/news/2025/february/calb-to-build-a-zero-carbon-battery-gigafactory-in-portugal/,https://www.ess-news.com/2026/01/28/portugal-signs-off-e350-million-incentives-for-calbs-e2-07-billion-sines-battery-plant/,,https://www.electrive.com/2022/11/04/calb-signs-mou-for-factory-in-portugal/ (year only),https://chemxplore.com/news/calb-portugal-15-gwh-battery-factory-to-start-construction-this-year (year only),http://en.calb-tech.com/news_detail/5.html,,Under construction
