Sector,Project ID,Parent company,Company Country (HQ),Project Status,Destination Country,Destination city,Year Announced,Year Completed,Technology,Industry activity,Capital Investment (US$m),Expansion,Joint Venture,Joint Venture Local,Joint Venture Company,Source (Parent company name and HQ),Source (Project Status),"Source (Project location, country and city)",Source (Amount),"Source (Ownership share, where available)",Source (Date Announced [MM/DD/YYYY]),Source (Date Completed [MM/DD/YYYY]),Source (Industry Activity),Source (Joint Venture),Operational
EV,EV41,Volkswagen,Germany,Under Construction,Spain,Martorell (Catalonia),2022,N/A,EV,Manufacturing,1500,0,0,0,,https://www.volkswagen-group.com/en/press-releases/future-fast-forward-volkswagen-group-and-seat-sa-take-key-step-towards-the-electrification-of-spain-17552,https://www.volkswagen-group.com/en/press-releases/future-fast-forward-volkswagen-group-and-seat-sa-take-key-step-towards-the-electrification-of-spain-17552,https://www.volkswagen-group.com/en/press-releases/future-fast-forward-volkswagen-group-and-seat-sa-take-key-step-towards-the-electrification-of-spain-17552,https://www.volkswagen-group.com/en/press-releases/future-fast-forward-volkswagen-group-and-seat-sa-take-key-step-towards-the-electrification-of-spain-17552,,https://www.volkswagen-group.com/en/press-releases/future-fast-forward-volkswagen-group-and-seat-sa-take-key-step-towards-the-electrification-of-spain-17552,https://www.volkswagen-group.com/en/press-releases/future-fast-forward-volkswagen-group-and-seat-sa-take-key-step-towards-the-electrification-of-spain-17552 (year only),https://www.volkswagen-group.com/en/press-releases/future-fast-forward-volkswagen-group-and-seat-sa-take-key-step-towards-the-electrification-of-spain-17552,,Under construction
EV,New_VW_IN1,Volkswagen (SAVWIPL),Germany,Under Construction,India,Chakan (Maharashtra),2024,N/A,EV,Manufacturing,1500,0,0,0,,https://www.deccanchronicle.com/business/autos/skoda-volkswagen-to-invest-rs-15000-cr-in-chakan-factory-1822070,https://www.deccanchronicle.com/business/autos/skoda-volkswagen-to-invest-rs-15000-cr-in-chakan-factory-1822070,https://www.constructionworld.in/energy-infrastructure/power-and-renewable-energy/skoda-volkswagen-to-invest-in-ev-plant/62420,https://www.constructionworld.in/energy-infrastructure/power-and-renewable-energy/skoda-volkswagen-to-invest-in-ev-plant/62420,https://www.deccanchronicle.com/business/autos/skoda-volkswagen-to-invest-rs-15000-cr-in-chakan-factory-1822070,https://www.constructionworld.in/energy-infrastructure/power-and-renewable-energy/skoda-volkswagen-to-invest-in-ev-plant/62420,https://www.skoda-storyboard.com/en/press-releases/in-india-for-india-skoda-auto-announces-the-start-of-series-production-of-the-skoda-kylaq-in-pune/,https://www.skoda-storyboard.com/en/press-releases/in-india-for-india-skoda-auto-announces-the-start-of-series-production-of-the-skoda-kylaq-in-pune/,,Under construction
EV,New_CAOACheryChangan_BR1,Chery,China,Announced,Brazil,Anápolis (Goiás),2026,2028,EV,Manufacturing,1500,0,1,1,CAOA Chery (JV est. 2017) / CAOA Changan (JV est. 2025),https://www.cnnbrasil.com.br/auto/caoa-anuncia-r-5-bi-na-fabrica-de-anapolis-para-produzir-changan-e-chery/,https://www.cnnbrasil.com.br/auto/caoa-anuncia-r-5-bi-na-fabrica-de-anapolis-para-produzir-changan-e-chery/,https://www.cnnbrasil.com.br/auto/caoa-anuncia-r-5-bi-na-fabrica-de-anapolis-para-produzir-changan-e-chery/,https://www.businesswire.com/news/home/20260329453673/en/Changan-and-CAOA-Strengthen-Long-Term-Commitment-to-Brazil-with-New-R%24-5-Billion-Investment-Cycle-and-Breakthrough-Flex-Fuel-Technology,https://www.cnnbrasil.com.br/auto/caoa-anuncia-r-5-bi-na-fabrica-de-anapolis-para-produzir-changan-e-chery/,https://www.cnnbrasil.com.br/auto/caoa-anuncia-r-5-bi-na-fabrica-de-anapolis-para-produzir-changan-e-chery/,https://www.cnnbrasil.com.br/auto/caoa-anuncia-r-5-bi-na-fabrica-de-anapolis-para-produzir-changan-e-chery/,https://www.cnnbrasil.com.br/auto/caoa-anuncia-r-5-bi-na-fabrica-de-anapolis-para-produzir-changan-e-chery/,https://www.cnnbrasil.com.br/auto/caoa-anuncia-r-5-bi-na-fabrica-de-anapolis-para-produzir-changan-e-chery/,Announced only
EV,HAREV0104,JMC,China,Announced,Serbia,Sremska Mitrovica (Vojvodina),2025,N/A,EV,Manufacturing,1400,0,0,0,,https://en.jmev.com/,https://www.serbianmonitor.com/en/chinas-jmev-to-build-an-electric-car-factory-in-sremska-mitrovica/#google_vignette,https://www.serbianmonitor.com/en/chinas-jmev-to-build-an-electric-car-factory-in-sremska-mitrovica/#google_vignette,https://www.romania-insider.com/dahai-pv-panel-production-factory-romania-2024,,https://www.serbianmonitor.com/en/chinas-jmev-to-build-an-electric-car-factory-in-sremska-mitrovica/#google_vignette,https://www.electrive.com/2025/07/21/stellantis-to-expand-moroccan-production-capacity/ (year only),https://www.serbianmonitor.com/en/chinas-jmev-to-build-an-electric-car-factory-in-sremska-mitrovica/#google_vignette,,Announced only
EV,EV68,Stellantis,Netherlands,Operational,Morocco,Kenitra (Rabat-Salé-Kénitra),2015,2019,EV,Manufacturing,1400,0,0,0,,https://www.electrive.com/2025/07/21/stellantis-to-expand-moroccan-production-capacity/,https://www.electrive.com/2025/07/21/stellantis-to-expand-moroccan-production-capacity/,https://www.electrive.com/2025/07/21/stellantis-to-expand-moroccan-production-capacity/,https://www.electrive.com/2025/07/21/stellantis-to-expand-moroccan-production-capacity/,,https://www.electrive.com/2025/07/21/stellantis-to-expand-moroccan-production-capacity/ (year only),https://www.electrive.com/2025/07/21/stellantis-to-expand-moroccan-production-capacity/ (year only),https://www.electrive.com/2025/07/21/stellantis-to-expand-moroccan-production-capacity/,,Operational
EV,New_GM_CN1,GM,United States,Operational,China,Shanghai,2023,2023,EV,Manufacturing,1400,0,1,1,SAIC,https://www.electrive.com/2023/07/11/saic-gm-to-build-third-ev-factory-in-china/,https://www.electrive.com/2023/07/11/saic-gm-to-build-third-ev-factory-in-china/,https://www.electrive.com/2023/07/11/saic-gm-to-build-third-ev-factory-in-china/,https://investor.gm.com/static-files/e7aa4b8b-9fa8-41c1-8d93-5f8d22825aed,https://www.electrive.com/2023/07/11/saic-gm-to-build-third-ev-factory-in-china/,https://www.electrive.com/2023/07/11/saic-gm-to-build-third-ev-factory-in-china/ (year only),,https://www.electrive.com/2023/07/11/saic-gm-to-build-third-ev-factory-in-china/,https://www.electrive.com/2023/07/11/saic-gm-to-build-third-ev-factory-in-china/,Operational
EV,HAREV0096,GAC,China,Announced,Brazil,Brazil (site TBD),2025,N/A,EV,Manufacturing,1300,0,0,0,,https://www.gacgroup.com/en,https://www.reuters.com/business/autos-transportation/chinas-gac-starts-auto-sales-brazil-eyes-local-plant-by-late-2026-2025-05-23/?utm_source=chatgpt.com,https://www.reuters.com/business/autos-transportation/chinas-gac-starts-auto-sales-brazil-eyes-local-plant-by-late-2026-2025-05-23/?utm_source=chatgpt.com,https://www.mysteel.net/news/5072022-flash-hongshi-holdings-group-to-invest-in-the-construction-of-industrial-parks-in-indonesia,https://www.marklines.com/en/news/326314?utm_source=chatgpt.com,https://www.reuters.com/business/autos-transportation/chinas-gac-starts-auto-sales-brazil-eyes-local-plant-by-late-2026-2025-05-23/?utm_source=chatgpt.com,https://media.ford.com/content/fordmedia/feu/en/news/2023/11/04/Ford-Otosans-Plant-of-the-Future.html (year only),https://www.reuters.com/business/autos-transportation/chinas-gac-starts-auto-sales-brazil-eyes-local-plant-by-late-2026-2025-05-23/?utm_source=chatgpt.com,,Announced only
EV,New_Volvo_US1,Volvo,Sweden,Operational,United States,Ridgeville (South Carolina),2021,2024,EV,Manufacturing,1300,0,0,0,,https://www.volvocars.com/intl/media/press-releases/ED74D24FBD001BA9/,https://www.volvocars.com/intl/media/press-releases/ED74D24FBD001BA9/,https://www.volvocars.com/intl/media/press-releases/ED74D24FBD001BA9/,https://www.volvocars.com/intl/media/press-releases/ED74D24FBD001BA9/,https://www.volvocars.com/intl/media/press-releases/ED74D24FBD001BA9/,https://www.the-big-green-machine.com/siteid/69,https://www.the-big-green-machine.com/siteid/69,https://www.volvocars.com/intl/media/press-releases/ED74D24FBD001BA9/,,Operational
EV,New_Toyota_CN2,Toyota,Japan,Operational,China,Tianjin,2020,2022,EV,Manufacturing,1220,0,1,1,FAW (China),https://www.reuters.com/article/us-toyota-china-electric/toyota-plans-new-1-2-billion-ev-plant-in-tianjin-with-faw-document-idUSKBN20N0H0,https://www.reuters.com/article/us-toyota-china-electric/toyota-plans-new-1-2-billion-ev-plant-in-tianjin-with-faw-document-idUSKBN20N0H0,https://www.reuters.com/article/us-toyota-china-electric/toyota-plans-new-1-2-billion-ev-plant-in-tianjin-with-faw-document-idUSKBN20N0H0,https://www.reuters.com/article/us-toyota-china-electric/toyota-plans-new-1-2-billion-ev-plant-in-tianjin-with-faw-document-idUSKBN20N0H0,https://www.reuters.com/article/us-toyota-china-electric/toyota-plans-new-1-2-billion-ev-plant-in-tianjin-with-faw-document-idUSKBN20N0H0,https://www.reuters.com/article/us-toyota-china-electric/toyota-plans-new-1-2-billion-ev-plant-in-tianjin-with-faw-document-idUSKBN20N0H0,,https://www.reuters.com/article/us-toyota-china-electric/toyota-plans-new-1-2-billion-ev-plant-in-tianjin-with-faw-document-idUSKBN20N0H0,https://www.reuters.com/article/us-toyota-china-electric/toyota-plans-new-1-2-billion-ev-plant-in-tianjin-with-faw-document-idUSKBN20N0H0,Operational
EV,EV43,JLR (Tata),India,Under Construction,United Kingdom,Halewood (Merseyside),2023,N/A,EV,Manufacturing,1200,0,0,0,,https://media.jaguarlandrover.com/news/2023/04/jaguar-land-rover-announces-its-uk-electric-future,https://media.jaguarlandrover.com/news/2023/04/jaguar-land-rover-announces-its-uk-electric-future,https://media.jaguarlandrover.com/news/2023/04/jaguar-land-rover-announces-its-uk-electric-future,https://media.jaguarlandrover.com/news/2023/04/jaguar-land-rover-announces-its-uk-electric-future,,https://media.jaguarlandrover.com/news/2023/04/jaguar-land-rover-announces-its-uk-electric-future,https://media.jaguarlandrover.com/news/2023/04/jaguar-land-rover-announces-its-uk-electric-future (year only),https://media.jaguarlandrover.com/news/2023/04/jaguar-land-rover-announces-its-uk-electric-future,,Under construction
EV,EV45,Volvo Cars (Geely-owned),Sweden,Under Construction,Slovakia,Košice,2022,2022,EV,Manufacturing,1200,0,0,0,,https://www.volvocars.com/intl/news/manufacturing/volvo-cars-build-third-european-manufacturing-plant-in-slovakia/,https://www.volvocars.com/intl/news/manufacturing/volvo-cars-build-third-european-manufacturing-plant-in-slovakia/,https://www.volvocars.com/intl/news/manufacturing/volvo-cars-build-third-european-manufacturing-plant-in-slovakia/,https://www.volvocars.com/intl/news/manufacturing/volvo-cars-build-third-european-manufacturing-plant-in-slovakia/,https://www.careratings.com/upload/CompanyFiles/PR/202412141213_Jash_Energy_Private_Limited.pdf,https://www.volvocars.com/intl/news/manufacturing/volvo-cars-build-third-european-manufacturing-plant-in-slovakia/,https://www.volvocars.com/intl/news/manufacturing/volvo-cars-build-third-european-manufacturing-plant-in-slovakia/ (year only),https://www.volvocars.com/intl/news/manufacturing/volvo-cars-build-third-european-manufacturing-plant-in-slovakia/,,Under construction
EV,New_GeneralMotors_CA2,GM,United States,Closed,Canada,Ingersoll (Ontario),2021,2021,EV,Manufacturing,1154,0,0,0,,https://www.cbc.ca/news/canada/london/gm-to-end-electric-van-production-at-cami-plant-in-ingersoll-ont-9.6946611,https://www.cbc.ca/news/canada/london/gm-to-end-electric-van-production-at-cami-plant-in-ingersoll-ont-9.6946611,https://www.cbc.ca/news/canada/london/gm-to-end-electric-van-production-at-cami-plant-in-ingersoll-ont-9.6946611,https://www.cbc.ca/news/canada/london/gm-to-end-electric-van-production-at-cami-plant-in-ingersoll-ont-9.6946611,https://www.cbc.ca/news/canada/london/gm-to-end-electric-van-production-at-cami-plant-in-ingersoll-ont-9.6946611,https://www.cbc.ca/news/canada/london/gm-to-end-electric-van-production-at-cami-plant-in-ingersoll-ont-9.6946611,https://www.cbc.ca/news/canada/london/gm-to-end-electric-van-production-at-cami-plant-in-ingersoll-ont-9.6946611,https://www.cbc.ca/news/canada/london/gm-to-end-electric-van-production-at-cami-plant-in-ingersoll-ont-9.6946611,,Ceased operations
EV,New_Hyundai_BR1,Hyundai - Piracicaba,South Korea,Announced,Brazil,Piracicaba (São Paulo),2024,N/A,EV,Manufacturing,1100,0,0,0,,https://piracicaba.sp.gov.br/noticias/hyundai-anuncia-investimentos-de-r-55-bilhoes-no-parque-automotivo-de-piracicaba/,https://agenciabrasil.ebc.com.br/economia/noticia/2024-02/em-reuniao-com-lula-hyundai-anuncia-us-11-bi-em-investimentos,https://agenciabrasil.ebc.com.br/economia/noticia/2024-02/em-reuniao-com-lula-hyundai-anuncia-us-11-bi-em-investimentos,https://www.just-auto.com/news/hyundai-to-spend-us1-1bn-on-green-in-brazil/,https://piracicaba.sp.gov.br/noticias/hyundai-anuncia-investimentos-de-r-55-bilhoes-no-parque-automotivo-de-piracicaba/,https://piracicaba.sp.gov.br/noticias/hyundai-anuncia-investimentos-de-r-55-bilhoes-no-parque-automotivo-de-piracicaba/,,https://www.just-auto.com/news/hyundai-to-spend-us1-1bn-on-green-in-brazil/?cf-view,,Announced only
EV,New_GWM_BR1,GWM - Aracruz,China,Announced,Brazil,Aracruz (Espírito Santo),2026,2032,EV,Manufacturing,1100,0,0,0,,https://exame.com/negocios/gwm-anuncia-segunda-fabrica-no-brasil-e-escolhe-espirito-santo-para-novo-polo-automotivo/,https://carnewschina.com/2026/02/27/great-wall-motors-to-build-new-factory-in-brazil-with-200000-vehicle-annual-capacity/,https://carnewschina.com/2026/02/27/great-wall-motors-to-build-new-factory-in-brazil-with-200000-vehicle-annual-capacity/,https://www.renaultgroup.com/en/group/locations/chennai-plant/,https://exame.com/negocios/gwm-anuncia-segunda-fabrica-no-brasil-e-escolhe-espirito-santo-para-novo-polo-automotivo/,https://exame.com/negocios/gwm-anuncia-segunda-fabrica-no-brasil-e-escolhe-espirito-santo-para-novo-polo-automotivo/,https://www.renaultgroup.com/en/group/locations/chennai-plant/,https://exame.com/negocios/gwm-anuncia-segunda-fabrica-no-brasil-e-escolhe-espirito-santo-para-novo-polo-automotivo/,,Announced only
EV,New_Hyundai_CN1,Hyundai,South Korea,Operational,China,Beijing,2024,2026,EV,Manufacturing,1095,0,1,1,BAIC,https://www.electrive.com/2024/12/13/hyundai-and-baic-to-launch-joint-venture-in-china/,https://www.electrive.com/2024/12/13/hyundai-and-baic-to-launch-joint-venture-in-china/,https://www.electrive.com/2024/12/13/hyundai-and-baic-to-launch-joint-venture-in-china/,https://autonews.gasgoo.com/articles/news/baic-group-hyundai-motor-to-co-invest-1095-billion-in-beijing-hyundai-70035396,https://www.electrive.com/2024/12/13/hyundai-and-baic-to-launch-joint-venture-in-china/,https://www.electrive.com/2024/12/13/hyundai-and-baic-to-launch-joint-venture-in-china/ (year only),,https://www.electrive.com/2024/12/13/hyundai-and-baic-to-launch-joint-venture-in-china/,https://www.electrive.com/2024/12/13/hyundai-and-baic-to-launch-joint-venture-in-china/,Operational
EV,HAREV0027,Aima,China,Completed,Indonesia,Cikarang (West Java),2023,2024,EV,Manufacturing,1050,0,0,0,,https://global.aimatech.com/,https://global.aimatech.com/articles/the-grand-opening-of-aimas-first-flagship-store-on-lombok-island-marks-another-key-step-in-its-global-expansion,https://global.aimatech.com/about,https://www.pv-tech.org/elite-solar-commissions-5gw-pv-manufacturing-facility-in-egypt/,,https://www.enterpriseasia.org/driving-green-mobility-aima-electric-bikes-first-landmark-store-in-indonesia-opens-grandly-in-bandung/?utm,https://global.aimatech.com/articles/the-grand-opening-of-aimas-first-flagship-store-on-lombok-island-marks-another-key-step-in-its-global-expansion,https://global.aimatech.com/about,,Operational
EV,HAREV0075,SAIC,China,Announced,Mexico,Mexico (site TBD),2024,N/A,EV,Manufacturing,1050,0,0,0,,https://www.saicmotor.com/english/index.shtml,https://www.mexcham.org/mg-motor-to-invest-us1-05b-in-mexico-plant/,https://www.mexcham.org/mg-motor-to-invest-us1-05b-in-mexico-plant/,https://mexico-now.com/mg-motor-to-invest-us1-05-billion-in-mexico/,https://global.honda/en/newsroom/news/2024/c240425deng.html,https://www.marklines.com/en/news/317178,,https://www.reuters.com/business/autos-transportation/mg-motor-build-manufacturing-plant-rd-center-mexico-2024-08-08/,,Announced only
EV,HAREV0029,BYD,China,Completed,Brazil,Camacari (Bahia),2023,2025,EV,Manufacturing,1000,0,0,0,,https://www.bydglobal.com/en/index.html,https://cnevpost.com/2025/07/02/byd-passenger-car-plant-brazil-begins-production/,https://cnevpost.com/2025/07/02/byd-passenger-car-plant-brazil-begins-production/,https://cnevpost.com/2025/07/02/byd-passenger-car-plant-brazil-begins-production/,,https://www.bloomberg.com/news/articles/2023-07-04/byd-picks-brazil-for-its-first-electric-vehicle-hub-outside-asia,https://cnevpost.com/2025/07/02/byd-passenger-car-plant-brazil-begins-production/,https://cnevpost.com/2025/07/02/byd-passenger-car-plant-brazil-begins-production/,,Operational
EV,HAREV0051,BYD,China,Commenced,Indonesia,Subang (West Java),2024,2025,EV,Manufacturing,1000,0,0,0,,https://www.bydglobal.com/en/index.html,https://otodriver.com/berita/2026/pabrik-byd-di-subang-masuk-tahap-persiapan-akhir-produksi-ditargetkan-segera-berjalan-pabedibalan,https://indonesiabusinesspost.com/2561/business-and-investment/byd-to-establish-ev-manufacturing-hub-in-subang-smartpolitan,https://www.reuters.com/business/autos-transportation/chinas-byd-complete-1-billion-indonesia-plant-by-end-2025-executive-says-2025-01-20/?utm_source=chatgpt.com,,https://indonesiabusinesspost.com/2561/business-and-investment/byd-to-establish-ev-manufacturing-hub-in-subang-smartpolitan,https://otodriver.com/berita/2026/pabrik-byd-di-subang-masuk-tahap-persiapan-akhir-produksi-ditargetkan-segera-berjalan-pabedibalan,https://www.reuters.com/business/autos-transportation/chinas-byd-complete-1-billion-indonesia-plant-by-end-2025-executive-says-2025-01-20/?utm_source=chatgpt.com,,Under construction
EV,HAREV0054,BYD,China,Commenced,Turkey,Manisa,2024,N/A,EV,Manufacturing,1000,0,0,0,,https://www.bydglobal.com/en/index.html,https://turkishminute.com/2026/01/14/chinas-byd-starts-building-ev-plant-as-part-of-billion-dollar-investment-in-turkey/,https://turkishminute.com/2026/01/14/chinas-byd-starts-building-ev-plant-as-part-of-billion-dollar-investment-in-turkey/,https://www.reuters.com/business/autos-transportation/china-ev-maker-byd-build-1-bln-plant-turkey-2024-07-08/,,https://www.reuters.com/business/autos-transportation/china-ev-maker-byd-build-1-bln-plant-turkey-2024-07-08/,,https://www.reuters.com/business/autos-transportation/china-ev-maker-byd-build-1-bln-plant-turkey-2024-07-08/,,Under construction
EV,HAREV0080,Geely (Volvo),China,Commenced,Mexico,Ciénega de Flores (Nuevo León),2024,N/A,EV,Manufacturing,1000,0,0,0,,https://www.volvocars.com/intl/,https://www.investmonterrey.com/automotive-industry/https-www-investmonterrey-com-investment-announcements-volvo-celebrates-groundbreaking-ceremony-in-monterrey/?utm_source=chatgpt.com,https://www.investmonterrey.com/investment-announcements/volvo-to-launch-new-1-billion-usd-plant-in-nuevo-leon-by-2026/,https://www.investmonterrey.com/investment-announcements/volvo-to-launch-new-1-billion-usd-plant-in-nuevo-leon-by-2026/,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-sk-on-to-establish-ev-battery-cell-production-joint-venture-in-us-0000000237,https://www.volvogroup.com/en/news-and-media/news/2024/apr/volvo-group-to-increase-north-american-heavy-truck-production-capacity.html,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-and-sk-on-to-establish-ev-battery-cell-production-joint-venture-in-us-0000000237,https://www.volvogroup.com/en/news-and-media/news/2024/apr/volvo-group-to-increase-north-american-heavy-truck-production-capacity.html,,Under construction
EV,HAREV0093,Chery,China,Announced,Turkey,Samsun,2025,N/A,EV,Manufacturing,1000,0,0,0,,https://www.cheryinternational.com/,https://www.reuters.com/business/autos-transportation/chinese-carmaker-chery-invest-1-billion-turkey-presidents-office-says-2025-03-26/,https://www.reuters.com/business/autos-transportation/chinese-carmaker-chery-invest-1-billion-turkey-presidents-office-says-2025-03-26/,https://www.reuters.com/business/autos-transportation/chinese-carmaker-chery-invest-1-billion-turkey-presidents-office-says-2025-03-26/,,https://www.reuters.com/business/autos-transportation/chinese-carmaker-chery-invest-1-billion-turkey-presidents-office-says-2025-03-26/,https://media.renaultgroup.com/renault-group-places-france-at-the-heart-of-its-industrial-strategy-for-ev-batteries/,https://www.reuters.com/business/autos-transportation/chinese-carmaker-chery-invest-1-billion-turkey-presidents-office-says-2025-03-26/,,Announced only
EV,HAREV0110,Omoway,China,Announced,Indonesia,Indonesia (site TBD),2025,N/A,EV,Manufacturing,1000,0,0,0,,https://www.omoway.com/en,https://www.omoway.com/en/news/1a87db6e-f87e-428f-8680-13bf42b779a7?utm_source=chatgpt.com,https://www.omoway.com/en/news/1a87db6e-f87e-428f-8680-13bf42b779a7?utm_source=chatgpt.com,https://taiyangnews.info/business/hiuv-us-solar-manufacturing-plans,,https://www.omoway.com/en/news/1a87db6e-f87e-428f-8680-13bf42b779a7?utm_source=chatgpt.com,,https://www.omoway.com/en/news/1a87db6e-f87e-428f-8680-13bf42b779a7?utm_source=chatgpt.com,,Announced only
EV,EV50,GM,United States,Operational,Mexico,Ramos Arizpe (Coahuila),2021,2023,EV,Manufacturing,1000,0,0,0,,https://news.gm.com/newsroom.detail.html/Pages/news/us/en/2021/apr/0420-mexico-investment.html,https://news.gm.com/newsroom.detail.html/Pages/news/us/en/2021/apr/0420-mexico-investment.html,https://news.gm.com/newsroom.detail.html/Pages/news/us/en/2021/apr/0420-mexico-investment.html,https://news.gm.com/newsroom.detail.html/Pages/news/us/en/2021/apr/0420-mexico-investment.html,,https://news.gm.com/newsroom.detail.html/Pages/news/us/en/2021/apr/0420-mexico-investment.html,https://news.gm.com/newsroom.detail.html/Pages/news/us/en/2021/apr/0420-mexico-investment.html,https://news.gm.com/newsroom.detail.html/Pages/news/us/en/2021/apr/0420-mexico-investment.html,,Operational
EV,EV51,Mercedes-Benz,Germany,Under Construction,Hungary,Kecskemét (Bács-Kiskun),2018,N/A,EV,Manufacturing,1000,0,0,0,,https://hipa.hu/news/mercedes-benz-investment-in-hungary-of-historical-significance-1-billion-euro-investment-in-kecskemet/,https://hipa.hu/news/mercedes-benz-investment-in-hungary-of-historical-significance-1-billion-euro-investment-in-kecskemet/,https://hipa.hu/news/mercedes-benz-investment-in-hungary-of-historical-significance-1-billion-euro-investment-in-kecskemet/,https://hipa.hu/news/mercedes-benz-investment-in-hungary-of-historical-significance-1-billion-euro-investment-in-kecskemet/,,https://hipa.hu/news/mercedes-benz-investment-in-hungary-of-historical-significance-1-billion-euro-investment-in-kecskemet/,https://hipa.hu/news/mercedes-benz-investment-in-hungary-of-historical-significance-1-billion-euro-investment-in-kecskemet/ (year only),https://hipa.hu/news/mercedes-benz-investment-in-hungary-of-historical-significance-1-billion-euro-investment-in-kecskemet/,,Under construction
EV,EV53,BYD,China,Cancelled,Morocco,Kenitra (Rabat-Salé-Kénitra),2023,N/A,EV,Manufacturing,1000,0,0,0,,https://www.electrive.com/2023/12/20/byd-rumoured-to-build-electric-car-plant-in-morocco/,https://www.electrive.com/2023/12/20/byd-rumoured-to-build-electric-car-plant-in-morocco/,https://www.electrive.com/2023/12/20/byd-rumoured-to-build-electric-car-plant-in-morocco/,https://www.electrive.com/2023/12/20/byd-rumoured-to-build-electric-car-plant-in-morocco/,,https://www.electrive.com/2023/12/20/byd-rumoured-to-build-electric-car-plant-in-morocco/,https://www.astronergy.com/about-astronergy/,https://www.electrive.com/2023/12/20/byd-rumoured-to-build-electric-car-plant-in-morocco/,,Ceased operations
EV,EV54,Foxconn,Taiwan,Operational,Thailand,Chonburi,2022,2024,EV,Manufacturing,1000,0,1,1,"Horizon Plus Co., Ltd. (Foxconn–PTT JV)",https://www.electrive.com/2022/09/14/foxtron-and-ptt-build-electric-car-factory-in-thailand/,https://www.electrive.com/2022/09/14/foxtron-and-ptt-build-electric-car-factory-in-thailand/,https://www.electrive.com/2022/09/14/foxtron-and-ptt-build-electric-car-factory-in-thailand/,https://www.electrive.com/2022/09/14/foxtron-and-ptt-build-electric-car-factory-in-thailand/,https://www.electrive.com/2022/09/14/foxtron-and-ptt-build-electric-car-factory-in-thailand/,https://www.electrive.com/2022/09/14/foxtron-and-ptt-build-electric-car-factory-in-thailand/,,https://www.electrive.com/2022/09/14/foxtron-and-ptt-build-electric-car-factory-in-thailand/,https://www.electrive.com/2022/09/14/foxtron-and-ptt-build-electric-car-factory-in-thailand/,Operational
EV,EV55,SAIC-GM-Wuling,China,Operational,Indonesia,Cikarang (West Java),2017,2022,EV,Manufacturing,1000,0,1,0,PT SGMW Motor Indonesia,https://wuling.id/en/news/article/the-wuling-air-ev-officially-launches-in-indonesia,https://wuling.id/en/news/article/the-wuling-air-ev-officially-launches-in-indonesia,https://wuling.id/en/news/article/the-wuling-air-ev-officially-launches-in-indonesia,https://wuling.id/en/news/article/the-wuling-air-ev-officially-launches-in-indonesia,https://wuling.id/en/news/article/the-wuling-air-ev-officially-launches-in-indonesia,https://wuling.id/en/news/article/the-wuling-air-ev-officially-launches-in-indonesia (year only),https://wuling.id/en/news/article/the-wuling-air-ev-officially-launches-in-indonesia (year only),https://wuling.id/en/news/article/the-wuling-air-ev-officially-launches-in-indonesia,https://wuling.id/en/news/article/the-wuling-air-ev-officially-launches-in-indonesia,Operational
EV,New_GM_BR1,GM - São Caetano do Sul,United States,Announced,Brazil,São Caetano do Sul (São Paulo),2024,N/A,EV,Manufacturing,1000,0,0,0,,https://www.sindmetalsjc.org.br/n/6849/gm-anuncia-r-55-bilhoes-em-investimentos-em-sao-jose-e-sao-caetano,https://gmauthority.com/blog/2026/02/first-chevrolet-flex-fuel-hybrids-about-to-launch-in-brazil/,https://gmauthority.com/blog/2026/02/first-chevrolet-flex-fuel-hybrids-about-to-launch-in-brazil/,https://news.chevrolet.com.br/newsroom.detail.html/Pages/news/br/pt/2024/aug/0904-investe.html,https://news.chevrolet.com.br/newsroom.detail.html/Pages/news/br/pt/2024/aug/0904-investe.html,https://news.chevrolet.com.br/newsroom.detail.html/Pages/news/br/pt/2024/aug/0904-investe.html,https://pdf.dfcfw.com/pdf/H2_AN202602061819799970_1.pdf,https://news.chevrolet.com.br/newsroom.detail.html/Pages/news/br/pt/2024/aug/0904-investe.html,,Announced only
EV,New_GM_CN2,GM,United States,Operational,China,Wuhan (Hubei),2021,2023,EV,Manufacturing,1000,0,1,1,SAIC,https://www.electrive.com/2023/01/06/saic-gm-open-second-electric-car-plant-in-china/,https://www.electrive.com/2023/01/06/saic-gm-open-second-electric-car-plant-in-china/,https://www.electrive.com/2023/01/06/saic-gm-open-second-electric-car-plant-in-china/,https://www.huangpi.gov.cn/English/MediaCenter/WuhanNews/202205/t20220516_1971813.shtml,https://www.electrive.com/2023/01/06/saic-gm-open-second-electric-car-plant-in-china/,https://www.energytrend.com/news/20240822-48251.html 08/20/2024,https://www.electrive.com/2023/01/06/saic-gm-open-second-electric-car-plant-in-china/ (year only),https://www.electrive.com/2023/01/06/saic-gm-open-second-electric-car-plant-in-china/,https://www.electrive.com/2023/01/06/saic-gm-open-second-electric-car-plant-in-china/,Operational
